89 2 0 | Od.14.258-Od.14.269 Od.17.427-Od.17.438 | στῆσα δʼ ἐν Αἰγύπτῳ ποταμῷ νέας ἀμφιελίσσας ἔνθʼ ἦ τοι μὲν ἐγὼ κελόμην ἐρίηρας ἑταίρους αὐτοῦ πὰρ νήεσσι μένειν καὶ νῆας ἔρυσθαι ὀπτῆρας δὲ κατὰ σκοπιὰς ὤτρυνα νέεσθαι οἱ δʼ ὕβρει εἴξαντες ἐπισπόμενοι μένεϊ σφῷ αἶψα μάλʼ Αἰγυπτίων ἀνδρῶν περικαλλέας ἀγροὺς πόρθεον ἐκ δὲ γυναῖκας ἄγον καὶ νήπια τέκνα αὐτούς τʼ ἔκτεινον τάχα δʼ ἐς πόλιν ἵκετʼ ἀϋτή οἱ δὲ βοῆς ἀΐοντες ἅμʼ ἠοῖ φαινομένηφιν ἦλθον πλῆτο δὲ πᾶν πεδίον πεζῶν τε καὶ ἵππων χαλκοῦ τε στεροπῆς ἐν δὲ Ζεὺς τερπικέραυνος φύζαν ἐμοῖς ἑτάροισι κακὴν βάλεν οὐδέ τις ἔτλη
74 2 0 | Il.2.23-Il.2.33 Il.2.60-Il.2.70 | εὕδεις Ἀτρέος υἱὲ δαΐφρονος ἱπποδάμοιο οὐ χρὴ παννύχιον εὕδειν βουληφόρον ἄνδρα ᾧ λαοί τʼ ἐπιτετράφαται καὶ τόσσα μέμηλε νῦν δʼ ἐμέθεν ξύνες ὦκα Διὸς δέ τοι ἄγγελός εἰμι ὃς σεῦ ἄνευθεν ἐὼν μέγα κήδεται ἠδʼ ἐλεαίρει θωρῆξαί σε κέλευσε κάρη κομόωντας Ἀχαιοὺς πανσυδίῃ νῦν γάρ κεν ἕλοις πόλιν εὐρυάγυιαν Τρώων οὐ γὰρ ἔτʼ ἀμφὶς Ὀλύμπια δώματʼ ἔχοντες ἀθάνατοι φράζονται ἐπέγναμψεν γὰρ ἅπαντας Ἥρη λισσομένη Τρώεσσι δὲ κήδεʼ ἐφῆπται ἐκ Διός ἀλλὰ σὺ σῇσιν ἔχε
64 2 0 | Od.3.486-Od.3.494 Od.15.184-Od.15.192 | οἱ δὲ πανημέριοι σεῖον ζυγὸν ἀμφὶς ἔχοντες δύσετό τʼ ἠέλιος σκιόωντό τε πᾶσαι ἀγυιαί ἐς Φηρὰς δʼ ἵκοντο Διοκλῆος ποτὶ δῶμα υἱέος Ὀρτιλόχοιο τὸν Ἀλφειὸς τέκε παῖδα ἔνθα δὲ νύκτʼ ἄεσαν ὁ δὲ τοῖς πὰρ ξείνια θῆκεν ἦμος δʼ ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς ἵππους τε ζεύγνυντʼ ἀνά θʼ ἅρματα ποικίλʼ ἔβαινον ἐκ δʼ ἔλασαν προθύροιο καὶ αἰθούσης ἐριδούπου μάστιξεν δʼ ἐλάαν τὼ δʼ οὐκ
60 2 0 | Od.2.99-Od.2.107 Od.24.134-Od.24.142 | εἰς ὅτε κέν μιν μοῖρʼ ὀλοὴ καθέλῃσι τανηλεγέος θανάτοιο μή τίς μοι κατὰ δῆμον Ἀχαιϊάδων νεμεσήσῃ αἴ κεν ἄτερ σπείρου κεῖται πολλὰ κτεατίσσας ὣς ἔφαθʼ ἡμῖν δʼ αὖτʼ ἐπεπείθετο θυμὸς ἀγήνωρ ἔνθα καὶ ἠματίη μὲν ὑφαίνεσκεν μέγαν ἱστόν νύκτας δʼ ἀλλύεσκεν ἐπεὶ δαΐδας παραθεῖτο ὣς τρίετες μὲν ἔληθε δόλῳ καὶ ἔπειθεν Ἀχαιούς ἀλλʼ ὅτε τέτρατον ἦλθεν ἔτος καὶ ἐπήλυθον ὧραι
60 2 0 | Od.4.333-Od.4.342 Od.17.124-Od.17.133 | ὢ πόποι ἦ μάλα δὴ κρατερόφρονος ἀνδρὸς ἐν εὐνῇ ἤθελον εὐνηθῆναι ἀνάλκιδες αὐτοὶ ἐόντες ὡς δʼ ὁπότʼ ἐν ξυλόχῳ ἔλαφος κρατεροῖο λέοντος νεβροὺς κοιμήσασα νεηγενέας γαλαθηνοὺς κνημοὺς ἐξερέῃσι καὶ ἄγκεα ποιήεντα βοσκομένη ὁ δʼ ἔπειτα ἑὴν εἰσήλυθεν εὐνήν ἀμφοτέροισι δὲ τοῖσιν ἀεικέα πότμον ἐφῆκεν ὣς Ὀδυσεὺς κείνοισιν ἀεικέα πότμον ἐφήσει αἲ γάρ Ζεῦ τε πάτερ καὶ Ἀθηναίη καὶ Ἄπολλον τοῖος
51 2 0 | Il.24.339-Il.24.345 Od.5.43-Od.5.49 | ὣς ἔφατʼ οὐδʼ ἀπίθησε διάκτορος ἀργεϊφόντης αὐτίκʼ ἔπειθʼ ὑπὸ ποσσὶν ἐδήσατο καλὰ πέδιλα ἀμβρόσια χρύσεια τά μιν φέρον ἠμὲν ἐφʼ ὑγρὴν ἠδʼ ἐπʼ ἀπείρονα γαῖαν ἅμα πνοιῇς ἀνέμοιο εἵλετο δὲ ῥάβδον τῇ τʼ ἀνδρῶν ὄμματα θέλγει ὧν ἐθέλει τοὺς δʼ αὖτε καὶ ὑπνώοντας ἐγείρει τὴν μετὰ χερσὶν ἔχων πέτετο κρατὺς ἀργεϊφόντης
49 2 0 | Il.11.362-Il.11.367 Il.20.449-Il.20.454 | ἐξ αὖ νῦν ἔφυγες θάνατον κύον ἦ τέ τοι ἄγχι ἦλθε κακόν νῦν αὖτέ σʼ ἐρύσατο Φοῖβος Ἀπόλλων ᾧ μέλλεις εὔχεσθαι ἰὼν ἐς δοῦπον ἀκόντων ἦ θήν σʼ ἐξανύω γε καὶ ὕστερον ἀντιβολήσας εἴ πού τις καὶ ἔμοιγε θεῶν ἐπιτάρροθός ἐστι νῦν αὖ τοὺς ἄλλους ἐπιείσομαι ὅν κε κιχείω
48 2 0 | Il.18.55-Il.18.62 Il.18.436-Il.18.443 | τε ἔξοχον ἡρώων ὃ δʼ ἀνέδραμεν ἔρνεϊ ἶσος τὸν μὲν ἐγὼ θρέψασα φυτὸν ὣς γουνῷ ἀλωῆς νηυσὶν ἐπιπροέηκα κορωνίσιν Ἴλιον εἴσω Τρωσὶ μαχησόμενον τὸν δʼ οὐχ ὑποδέξομαι αὖτις οἴκαδε νοστήσαντα δόμον Πηλήϊον εἴσω ὄφρα δέ μοι ζώει καὶ ὁρᾷ φάος ἠελίοιο ἄχνυται οὐδέ τί οἱ δύναμαι χραισμῆσαι ἰοῦσα
47 2 0 | Il.4.446-Il.4.451 Il.8.60-Il.8.65 | οἳ δʼ ὅτε δή ῥʼ ἐς χῶρον ἕνα ξυνιόντες ἵκοντο σύν ῥʼ ἔβαλον ῥινούς σὺν δʼ ἔγχεα καὶ μένεʼ ἀνδρῶν χαλκεοθωρήκων ἀτὰρ ἀσπίδες ὀμφαλόεσσαι ἔπληντʼ ἀλλήλῃσι πολὺς δʼ ὀρυμαγδὸς ὀρώρει ἔνθα δʼ ἅμʼ οἰμωγή τε καὶ εὐχωλὴ πέλεν ἀνδρῶν ὀλλύντων τε καὶ ὀλλυμένων ῥέε δʼ αἵματι γαῖα
46 2 0 | Il.2.112-Il.2.118 Il.9.19-Il.9.25 | μέν μοι ὑπέσχετο καὶ κατένευσεν Ἴλιον ἐκπέρσαντʼ εὐτείχεον ἀπονέεσθαι νῦν δὲ κακὴν ἀπάτην βουλεύσατο καί με κελεύει δυσκλέα Ἄργος ἱκέσθαι ἐπεὶ πολὺν ὤλεσα λαόν οὕτω που Διὶ μέλλει ὑπερμενέϊ φίλον εἶναι ὃς δὴ πολλάων πολίων κατέλυσε κάρηνα ἠδʼ ἔτι καὶ λύσει τοῦ γὰρ κράτος ἐστὶ μέγιστον
46 2 0 | Il.4.20-Il.4.25 Il.8.457-Il.8.462 | ὣς ἔφαθʼ αἳ δʼ ἐπέμυξαν Ἀθηναίη τε καὶ Ἥρη πλησίαι αἵ γʼ ἥσθην κακὰ δὲ Τρώεσσι μεδέσθην ἤτοι Ἀθηναίη ἀκέων ἦν οὐδέ τι εἶπε σκυζομένη Διὶ πατρί χόλος δέ μιν ἄγριος ᾕρει Ἥρῃ δʼ οὐκ ἔχαδε στῆθος χόλον ἀλλὰ προσηύδα αἰνότατε Κρονίδη ποῖον τὸν μῦθον ἔειπες
